r_ID,r_birth_yr,r_gender,r_race,r_edu_yrs,r_edu_high_deg,r_edu_sum,r_child_born,r_age_ss_payments,r1_labor_status,r2_labor_status,r3_labor_status,r4_labor_status,r5_labor_status,r6_labor_status,r7_labor_status,r8_labor_status,r9_labor_status,r10_labor_status,r11_labor_status,r12_labor_status,r13_labor_status,r14_labor_status,r15_labor_status,r16_labor_status
200742010,1916.0,1.0,2.0,9.0,0.0,1.0,6.0,,,5.0,,5.0,,5.0,,5.0,,,,,,,,
200742020,1920.0,2.0,2.0,9.0,0.0,1.0,6.0,,,5.0,,5.0,,,,,,,,,,,,
200743010,1919.0,1.0,1.0,9.0,0.0,1.0,0.0,,,5.0,5.0,,,,,,,,,,,,,
200744010,1923.0,2.0,1.0,11.0,0.0,1.0,9.0,816.0,,5.0,5.0,,5.0,5.0,7.0,,5.0,5.0,5.0,,,,,
200745010,1918.0,2.0,1.0,10.0,0.0,1.0,1.0,,,,5.0,5.0,,5.0,,,5.0,,,,,,,
200746010,1914.0,2.0,2.0,9.0,0.0,1.0,1.0,,,1.0,1.0,1.0,4.0,5.0,5.0,,5.0,,,,,,,
200747010,1913.0,1.0,1.0,8.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
200749010,1923.0,1.0,1.0,11.0,0.0,1.0,4.0,,,,5.0,5.0,5.0,5.0,,,,,,,,,,
200749020,1929.0,2.0,1.0,11.0,0.0,1.0,4.0,,,5.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,,,,,,,
200751010,1914.0,2.0,1.0,12.0,2.0,3.0,2.0,,,5.0,5.0,5.0,,,,,,,,,,,,
200751020,1924.0,1.0,1.0,8.0,0.0,1.0,0.0,,,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,
200752010,1914.0,1.0,1.0,16.0,5.0,5.0,2.0,,,,,,,,,,,,,,,,,
200753010,1917.0,2.0,1.0,10.0,0.0,1.0,1.0,,,5.0,5.0,6.0,6.0,,,,,,,,,,,
200754010,1917.0,2.0,1.0,9.0,0.0,1.0,1.0,,,5.0,5.0,,,,,,,,,,,,,
200755010,1920.0,2.0,1.0,9.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,
200756020,1915.0,1.0,1.0,7.0,0.0,1.0,4.0,,,5.0,5.0,,,,,,,,,,,,,
200757010,1917.0,2.0,1.0,12.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,
200759010,1917.0,1.0,1.0,7.0,0.0,1.0,2.0,,,,5.0,5.0,,,,,,,,,,,,
200759020,1917.0,2.0,1.0,0.0,0.0,1.0,2.0,768.0,,,7.0,,7.0,7.0,7.0,7.0,7.0,,,,,,,
200761010,1920.0,2.0,1.0,17.0,6.0,5.0,4.0,,,2.0,4.0,2.0,2.0,7.0,7.0,5.0,,,,,,,,
200763010,1919.0,1.0,1.0,2.0,0.0,1.0,1.0,,,,5.0,,,,,,,,,,,,,
200763020,1922.0,2.0,1.0,12.0,2.0,3.0,1.0,,,5.0,5.0,,,,,,,,,,,,,
200765010,1913.0,1.0,1.0,6.0,0.0,1.0,5.0,,,5.0,5.0,5.0,,,,,,,,,,,,
200765020,1914.0,2.0,1.0,9.0,0.0,1.0,5.0,,,,7.0,7.0,5.0,,,,,,,,,,,
200767010,1919.0,1.0,1.0,17.0,6.0,5.0,0.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,
200767020,1921.0,2.0,1.0,17.0,6.0,5.0,0.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,
200769010,1920.0,1.0,1.0,13.0,3.0,4.0,1.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,
200769020,1920.0,2.0,1.0,12.0,2.0,3.0,1.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,,,
200771010,1922.0,1.0,1.0,16.0,5.0,5.0,2.0,,,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,
200771020,1924.0,2.0,1.0,12.0,2.0,3.0,2.0,,,1.0,4.0,5.0,5.0,7.0,5.0,,,,,,,,,
200772010,1905.0,2.0,1.0,8.0,0.0,1.0,1.0,,,,7.0,7.0,6.0,,,,,,,,,,,
200773010,1906.0,2.0,1.0,10.0,0.0,1.0,4.0,,,,5.0,,,,,,,,,,,,,
200775010,1923.0,2.0,1.0,12.0,2.0,3.0,2.0,,,5.0,5.0,,7.0,,5.0,5.0,5.0,,,,,,,
200775020,1920.0,1.0,1.0,4.0,0.0,1.0,2.0,,,,5.0,,,,,,,,,,,,,
200777010,1923.0,1.0,1.0,12.0,2.0,3.0,3.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,
200777020,1923.0,2.0,1.0,12.0,2.0,3.0,3.0,,,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,,
200779010,1908.0,1.0,1.0,15.0,3.0,4.0,4.0,,,5.0,5.0,,,,,,,,,,,,,
200779020,1919.0,2.0,1.0,14.0,3.0,4.0,4.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,
200780010,1921.0,1.0,1.0,12.0,2.0,3.0,3.0,,,5.0,5.0,,,,,,,,,,,,,
200781010,1921.0,1.0,1.0,15.0,3.0,4.0,9.0,,,,,,,,,,,,,,,,,
200783010,1919.0,1.0,1.0,8.0,0.0,1.0,1.0,,,5.0,5.0,,,,,,,,,,,,,
200783020,1921.0,2.0,1.0,10.0,0.0,1.0,1.0,,,,,,,,,,,,7.0,5.0,5.0,,,
200785010,1921.0,1.0,1.0,16.0,5.0,5.0,0.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,
200785020,1926.0,2.0,1.0,12.0,2.0,3.0,0.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,
200787010,1920.0,1.0,1.0,12.0,2.0,3.0,3.0,,,5.0,5.0,,,,,,,,,,,,,
200787020,1924.0,2.0,1.0,12.0,2.0,3.0,3.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,
200789010,1920.0,1.0,1.0,12.0,2.0,3.0,3.0,,,5.0,5.0,,5.0,,,,,,,,,,,
200789020,1924.0,2.0,1.0,12.0,2.0,3.0,3.0,,,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,
200791010,1923.0,2.0,1.0,10.0,0.0,1.0,2.0,,,5.0,5.0,5.0,5.0,,5.0,,,5.0,,,,,,
200791020,1926.0,1.0,1.0,16.0,5.0,5.0,6.0,,,1.0,5.0,5.0,5.0,,,,,,,,,,,
200792010,1920.0,2.0,1.0,12.0,2.0,3.0,6.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,
200794010,1919.0,1.0,1.0,9.0,2.0,3.0,3.0,,,5.0,,,5.0,5.0,5.0,,,,,,,,,
200794020,1927.0,2.0,1.0,12.0,2.0,3.0,3.0,,,,,,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,5.0,,,
200795010,1917.0,2.0,1.0,8.0,0.0,1.0,7.0,,,,,,,,,,,,,,,,,
200797010,1917.0,1.0,1.0,10.0,0.0,1.0,2.0,,,5.0,5.0,,,,,,,,,,,,,
200797020,1919.0,2.0,1.0,12.0,2.0,3.0,2.0,,,6.0,6.0,6.0,6.0,,,,,,,,,,,
200799010,1919.0,1.0,1.0,14.0,3.0,4.0,2.0,,,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,
200799020,1925.0,2.0,1.0,12.0,2.0,3.0,2.0,,,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
200800010,1908.0,2.0,1.0,16.0,5.0,5.0,2.0,,,,,,,,,,,,,,,,,
200801010,1909.0,2.0,1.0,10.0,0.0,1.0,1.0,,,,7.0,7.0,7.0,,,,,,,,,,,
200802010,1920.0,2.0,1.0,8.0,0.0,1.0,3.0,,,,5.0,5.0,7.0,5.0,7.0,5.0,,,,,,,,
200804010,1919.0,2.0,1.0,14.0,4.0,4.0,4.0,,,5.0,5.0,5.0,7.0,5.0,7.0,5.0,5.0,,,,,,,
200804020,1918.0,1.0,1.0,9.0,0.0,1.0,4.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,
200806010,1922.0,1.0,1.0,12.0,2.0,3.0,3.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,
200806020,1925.0,2.0,1.0,12.0,2.0,3.0,3.0,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,
200808010,1918.0,2.0,1.0,12.0,2.0,3.0,3.0,,,,5.0,5.0,,5.0,,,,,,,,,,
200808020,1915.0,1.0,1.0,10.0,0.0,1.0,3.0,,,5.0,5.0,,,,,,,,,,,,,
200810010,1919.0,2.0,1.0,12.0,2.0,3.0,3.0,,,5.0,5.0,,,,,,,,,,,,,
200810020,1911.0,1.0,1.0,12.0,2.0,3.0,3.0,,,2.0,4.0,4.0,4.0,5.0,5.0,,,,,,,,,
200811010,1922.0,2.0,1.0,8.0,0.0,1.0,5.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,
200812010,1904.0,1.0,1.0,17.0,7.0,5.0,2.0,,,5.0,5.0,,,,,,,,,,,,,
200813010,1903.0,1.0,1.0,17.0,5.0,5.0,1.0,,,5.0,5.0,5.0,,,,,,,,,,,,
200814010,1922.0,2.0,1.0,12.0,2.0,3.0,3.0,,,5.0,5.0,5.0,7.0,5.0,5.0,,,,,,,,,
200817010,1920.0,2.0,1.0,7.0,0.0,1.0,4.0,,,,,,,,,,,,,,,,,
200818010,1909.0,1.0,1.0,9.0,0.0,1.0,9.0,,,2.0,4.0,,,,,,,,,,,,,
200819010,1920.0,1.0,1.0,12.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,
200820010,1918.0,2.0,1.0,11.0,0.0,1.0,5.0,,,,,,,,,,,,,,,,,
200821010,1921.0,2.0,1.0,17.0,6.0,5.0,4.0,,,,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,
200823010,1919.0,1.0,1.0,12.0,1.0,2.0,2.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,
200823020,1921.0,2.0,1.0,12.0,2.0,3.0,2.0,,,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,,,,
200824010,1905.0,2.0,1.0,10.0,0.0,1.0,0.0,,,5.0,5.0,5.0,,,,,,,,,,,,
200825010,1922.0,2.0,1.0,13.0,3.0,4.0,1.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,
200827010,1921.0,1.0,1.0,11.0,0.0,1.0,2.0,,,1.0,1.0,,,,,,,,,,,,,
200827020,1924.0,2.0,1.0,10.0,0.0,1.0,2.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,
200828010,1920.0,2.0,1.0,12.0,2.0,3.0,2.0,,,,7.0,7.0,7.0,7.0,7.0,5.0,7.0,5.0,5.0,5.0,7.0,,,
200829010,1919.0,1.0,1.0,14.0,3.0,4.0,5.0,,,2.0,4.0,,,,,,,,,,,,,
200830010,1911.0,2.0,1.0,12.0,2.0,3.0,5.0,,,,5.0,,,,,,,,,,,,,
200832010,1918.0,1.0,1.0,13.0,3.0,4.0,1.0,,,1.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,
200832020,1918.0,2.0,1.0,16.0,5.0,5.0,1.0,,,,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,,,,,
200834010,1921.0,1.0,1.0,12.0,2.0,3.0,2.0,,,5.0,5.0,5.0,5.0,,5.0,,,,,,,,,
200834020,1922.0,2.0,1.0,12.0,2.0,3.0,3.0,,,5.0,5.0,5.0,5.0,,5.0,,5.0,5.0,5.0,5.0,,,,
200835010,1904.0,2.0,1.0,6.0,0.0,1.0,0.0,,,,,5.0,5.0,,,,,,,,,,,
200836010,1910.0,2.0,2.0,8.0,0.0,1.0,1.0,,,,7.0,,,,,,,,,,,,,
200837010,1909.0,2.0,1.0,7.0,0.0,1.0,0.0,,,5.0,5.0,5.0,,,,,,,,,,,,
200838010,1918.0,2.0,3.0,12.0,2.0,3.0,0.0,,,5.0,5.0,5.0,,,,,,,,,,,,
200839010,1920.0,2.0,2.0,12.0,2.0,3.0,5.0,,,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,
200840010,1922.0,2.0,2.0,9.0,0.0,1.0,0.0,,,,5.0,,5.0,5.0,5.0,7.0,,,,,,,,
200841010,1921.0,2.0,2.0,12.0,0.0,1.0,1.0,,,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,,,,,,,
200842010,1914.0,1.0,2.0,8.0,0.0,1.0,0.0,,,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,
200844010,1923.0,2.0,2.0,7.0,0.0,1.0,7.0,,,,7.0,7.0,6.0,,,,,,,,,,,
200844020,1916.0,1.0,2.0,1.0,0.0,1.0,7.0,,,,,,,,,,,,,,,,,
200845010,1913.0,2.0,2.0,10.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,
200846010,1919.0,2.0,2.0,12.0,2.0,3.0,4.0,,,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,,,,,,,
200847010,1913.0,2.0,2.0,12.0,2.0,3.0,4.0,,,,,,,,,,,,,,,,,
200848010,1916.0,2.0,2.0,8.0,0.0,1.0,6.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,
200849010,1912.0,2.0,2.0,10.0,0.0,1.0,4.0,,,5.0,5.0,5.0,5.0,,,,,,,,,,,
200850010,1915.0,2.0,2.0,9.0,0.0,1.0,0.0,,,,5.0,,,,,,,,,,,,,
200851010,1908.0,2.0,3.0,9.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,
200852010,1923.0,2.0,2.0,12.0,2.0,3.0,1.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,
200853010,1910.0,2.0,2.0,4.0,0.0,1.0,0.0,,,5.0,5.0,5.0,,,,,,,,,,,,
200854010,1922.0,2.0,2.0,8.0,0.0,1.0,3.0,,,2.0,2.0,4.0,5.0,,,,,,,,,,,
200855010,1915.0,2.0,2.0,7.0,0.0,1.0,5.0,,,5.0,5.0,5.0,,,,,,,,,,,,
200856010,1922.0,1.0,2.0,10.0,0.0,1.0,2.0,,,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,
200857010,1908.0,2.0,2.0,4.0,0.0,1.0,2.0,,,5.0,5.0,5.0,5.0,5.0,,5.0,,,,,,,,
200858010,1914.0,2.0,2.0,6.0,0.0,1.0,8.0,793.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,
200859010,1923.0,2.0,2.0,8.0,0.0,1.0,1.0,,,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,
200861010,1916.0,1.0,2.0,10.0,0.0,1.0,2.0,,,,5.0,,,,,,,,,,,,,
200861020,1926.0,2.0,2.0,10.0,0.0,1.0,3.0,805.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,
200862010,1923.0,1.0,2.0,11.0,0.0,1.0,2.0,,,5.0,5.0,,5.0,5.0,5.0,,,,,,,,,
200863010,1914.0,1.0,2.0,8.0,0.0,1.0,2.0,,,,5.0,,,,,,,,,,,,,
200864010,1905.0,2.0,2.0,8.0,0.0,1.0,0.0,,,,5.0,5.0,,,,,,,,,,,,
200865010,1919.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,
200866010,1907.0,2.0,2.0,12.0,2.0,3.0,2.0,,,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,
200867010,1920.0,2.0,1.0,12.0,2.0,3.0,1.0,,,5.0,5.0,5.0,,,,,,,,,,,,
200868010,1918.0,2.0,1.0,11.0,0.0,1.0,1.0,,,5.0,5.0,,,,,,,,,,,,,
200870010,1916.0,2.0,1.0,13.0,3.0,4.0,1.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,
200871010,1900.0,2.0,1.0,8.0,0.0,1.0,6.0,,,,6.0,,,,,,,,,,,,,
200872010,1916.0,1.0,1.0,12.0,2.0,3.0,0.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,
200873010,1920.0,2.0,1.0,12.0,2.0,3.0,5.0,,,2.0,5.0,7.0,,,,,,,,,,,,
200874010,1922.0,2.0,1.0,12.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,
200875010,1916.0,1.0,1.0,12.0,2.0,3.0,0.0,,,5.0,5.0,5.0,,,,,,,,,,,,
200877010,1922.0,1.0,1.0,14.0,3.0,4.0,2.0,,,2.0,5.0,5.0,5.0,5.0,6.0,,,,,,,,,
200877020,1925.0,2.0,1.0,12.0,2.0,3.0,3.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,
200878010,1923.0,1.0,1.0,17.0,7.0,5.0,0.0,,,5.0,5.0,,,,,,,,,,,,,
200880010,1923.0,1.0,1.0,17.0,7.0,5.0,6.0,,,2.0,4.0,,,,,,,,,,,,,
200880020,1921.0,2.0,1.0,16.0,5.0,5.0,4.0,852.0,,1.0,1.0,2.0,5.0,5.0,7.0,5.0,,,,,,,,
200881010,1915.0,1.0,1.0,12.0,2.0,3.0,2.0,,,5.0,5.0,,,5.0,,,,,,,,,,
200881011,1931.0,2.0,1.0,12.0,2.0,3.0,1.0,,,,,,,7.0,,,,,,,,,,
200882010,1915.0,2.0,1.0,12.0,2.0,3.0,3.0,,,2.0,4.0,5.0,,,,,,,,,,,,
200883010,1921.0,2.0,2.0,14.0,3.0,4.0,2.0,,,,,,,,,,,,,,,,,
200885010,1917.0,1.0,2.0,13.0,3.0,4.0,2.0,,,,,,,,,,,,,,,,,
200885020,1917.0,2.0,2.0,11.0,0.0,1.0,2.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,
200887010,1919.0,1.0,2.0,15.0,3.0,4.0,3.0,,,5.0,5.0,,,,,,,,,,,,,
200887020,1919.0,2.0,2.0,11.0,0.0,1.0,3.0,,,5.0,5.0,,,,,,,,,,,,,
200889010,1921.0,2.0,2.0,8.0,0.0,1.0,1.0,,,,5.0,7.0,,,,,,,,,,,,
200889020,1912.0,1.0,2.0,3.0,0.0,1.0,1.0,,,,5.0,,,,,,,,,,,,,
200890010,1917.0,2.0,2.0,8.0,0.0,1.0,4.0,,,5.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,
200891010,1922.0,2.0,2.0,14.0,3.0,4.0,2.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,
200892010,1913.0,2.0,1.0,10.0,0.0,1.0,2.0,,,5.0,5.0,5.0,6.0,,,,,,,,,,,
200893010,1908.0,2.0,1.0,7.0,0.0,1.0,4.0,,,5.0,5.0,5.0,7.0,7.0,7.0,5.0,5.0,5.0,,,,,,
200894010,1903.0,2.0,1.0,5.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,
200895010,1909.0,2.0,1.0,8.0,0.0,1.0,2.0,,,5.0,5.0,,,,,,,,,,,,,
200897010,1909.0,2.0,1.0,6.0,0.0,1.0,3.0,,,5.0,5.0,5.0,5.0,7.0,5.0,,,,,,,,,
200897020,1912.0,1.0,1.0,7.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,
200898010,1910.0,2.0,1.0,8.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,
200899010,1913.0,2.0,1.0,12.0,2.0,3.0,5.0,,,,5.0,,,,,,,,,,,,,
200900010,1904.0,2.0,1.0,8.0,0.0,1.0,3.0,,,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,
200902010,1910.0,2.0,1.0,8.0,0.0,1.0,1.0,,,5.0,5.0,5.0,,7.0,,,,,,,,,,
200902020,1912.0,1.0,1.0,12.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,
200904010,1910.0,1.0,1.0,6.0,0.0,1.0,2.0,,,5.0,5.0,5.0,5.0,,,,,,,,,,,
200904020,1912.0,2.0,1.0,8.0,0.0,1.0,2.0,,,,7.0,5.0,5.0,,,,,,,,,,,
200905010,1903.0,2.0,1.0,17.0,6.0,5.0,0.0,,,,,,,,,,,,,,,,,
200906010,1902.0,2.0,1.0,13.0,3.0,4.0,2.0,,,5.0,5.0,5.0,5.0,7.0,,,,,,,,,,
200907010,1899.0,2.0,2.0,7.0,0.0,1.0,2.0,,,,5.0,,,,,,,,,,,,,
200909010,1906.0,1.0,2.0,8.0,0.0,1.0,3.0,,,5.0,5.0,5.0,,,,,,,,,,,,
200909020,1905.0,2.0,2.0,11.0,0.0,1.0,3.0,,,,7.0,7.0,,,,,,,,,,,,
200910010,1907.0,2.0,2.0,10.0,0.0,1.0,8.0,,,,7.0,7.0,,,,,,,,,,,,
200912010,1912.0,2.0,2.0,3.0,0.0,1.0,1.0,,,5.0,5.0,5.0,,,,,,,,,,,,
200912011,1928.0,1.0,2.0,6.0,0.0,1.0,5.0,,,,,5.0,,,,,,,,,,,,
200914010,1921.0,2.0,1.0,12.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,
200914020,1927.0,1.0,1.0,16.0,5.0,5.0,2.0,,,2.0,5.0,5.0,5.0,5.0,,,,,,,,,,
200914021,1928.0,2.0,1.0,14.0,3.0,4.0,4.0,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,
200916010,1905.0,1.0,1.0,12.0,2.0,3.0,2.0,,,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,
200916020,1908.0,2.0,1.0,10.0,0.0,1.0,2.0,,,5.0,5.0,,,,,,,,,,,,,
200918010,1913.0,1.0,1.0,12.0,2.0,3.0,5.0,,,5.0,5.0,,,,,,,,,,,,,
200918020,1913.0,2.0,1.0,9.0,0.0,1.0,4.0,,,5.0,5.0,5.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,,,,,
200920010,1922.0,1.0,2.0,10.0,0.0,1.0,7.0,772.0,5.0,,,,,,,,,,,,,,,
200920020,1938.0,2.0,2.0,12.0,2.0,3.0,4.0,697.0,7.0,,7.0,5.0,7.0,5.0,7.0,7.0,5.0,7.0,5.0,5.0,7.0,,,
200922010,1922.0,1.0,2.0,3.0,0.0,1.0,3.0,,,5.0,5.0,5.0,,,,,,,,,,,,
200922011,1933.0,2.0,2.0,12.0,2.0,3.0,1.0,,,,,,5.0,5.0,,5.0,5.0,,,,,,,
200922020,1925.0,2.0,2.0,8.0,0.0,1.0,4.0,,,,,,,,,,,,,,,,,
200923010,1920.0,1.0,2.0,0.0,0.0,1.0,2.0,,,,,,,,,,,,,,,,,
200924010,1909.0,2.0,2.0,12.0,2.0,3.0,6.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,
200925010,1923.0,1.0,2.0,12.0,2.0,3.0,5.0,,,5.0,5.0,5.0,,,,,,,,,,,,
200926010,1915.0,2.0,2.0,8.0,0.0,1.0,7.0,,,,7.0,,,,,,,,,,,,,
200927010,1907.0,2.0,2.0,12.0,2.0,3.0,0.0,,,,,,,,,,,,,,,,,
200928010,1916.0,2.0,2.0,14.0,3.0,4.0,1.0,721.0,,5.0,5.0,5.0,5.0,,,,,,,,,,,
200929010,1915.0,2.0,2.0,7.0,0.0,1.0,9.0,,,,5.0,7.0,5.0,5.0,5.0,5.0,,,,,,,,
200930010,1917.0,2.0,2.0,6.0,0.0,1.0,0.0,,,6.0,6.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,
200931010,1923.0,1.0,2.0,6.0,0.0,1.0,1.0,,,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,,,,,
200931020,1931.0,2.0,2.0,12.0,2.0,3.0,1.0,,,,,6.0,,,,,,,,,,,,
200932010,1920.0,2.0,1.0,12.0,2.0,3.0,6.0,,,,5.0,5.0,,,,,,,,,,,,
200934010,1913.0,1.0,1.0,10.0,0.0,1.0,2.0,,,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,
200934020,1925.0,2.0,1.0,12.0,2.0,3.0,2.0,,,2.0,2.0,4.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,,,,
200935010,1903.0,2.0,1.0,10.0,2.0,3.0,1.0,,,,7.0,6.0,,,,,,,,,,,,
200936010,1921.0,1.0,1.0,10.0,0.0,1.0,5.0,,,5.0,5.0,,,,,,,,,,,,,
200938010,1920.0,1.0,1.0,9.0,0.0,1.0,2.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,
200938020,1926.0,2.0,1.0,17.0,6.0,5.0,2.0,,,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,
200940010,1911.0,2.0,1.0,8.0,0.0,1.0,4.0,,,,,,,,,,,,,,,,,
200940020,1905.0,1.0,1.0,8.0,0.0,1.0,4.0,,,,,,,,,,,,,,,,,
200942010,1921.0,1.0,1.0,10.0,0.0,1.0,1.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,
200942020,1922.0,2.0,1.0,12.0,2.0,3.0,1.0,,,,7.0,5.0,7.0,7.0,7.0,6.0,,,,,,,,
200944010,1906.0,1.0,1.0,14.0,3.0,4.0,1.0,,,,,,,,,,,,,,,,,
200944020,1920.0,2.0,1.0,12.0,2.0,3.0,1.0,,,5.0,5.0,7.0,7.0,7.0,7.0,,,,,,,,,
200945010,1917.0,2.0,1.0,15.0,3.0,4.0,2.0,,,,7.0,7.0,7.0,7.0,7.0,,,,,,,,,
200947010,1918.0,1.0,1.0,15.0,3.0,4.0,1.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,
200947020,1917.0,2.0,1.0,12.0,2.0,3.0,1.0,,,,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,,,,,
200948010,1915.0,2.0,1.0,15.0,4.0,4.0,3.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,
200949010,1905.0,2.0,1.0,14.0,3.0,4.0,3.0,,,,5.0,7.0,6.0,,,,,,,,,,,
200950010,1914.0,2.0,1.0,11.0,0.0,1.0,3.0,,,,7.0,6.0,7.0,7.0,5.0,5.0,,,,,,,,
200952010,1922.0,2.0,1.0,8.0,0.0,1.0,3.0,,,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,
200952020,1928.0,1.0,1.0,7.0,0.0,1.0,5.0,780.0,,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,
200953010,1912.0,2.0,1.0,5.0,0.0,1.0,6.0,,,,7.0,,,,,,,,,,,,,
200954010,1907.0,2.0,1.0,8.0,0.0,1.0,3.0,,,,7.0,6.0,,,,,,,,,,,,
200956010,1914.0,1.0,1.0,10.0,0.0,1.0,2.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,
200956020,1920.0,2.0,1.0,10.0,0.0,1.0,2.0,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,
